Season,Team,Lge,GP,G,A,Pts,PIM,+/-,GP_playoffs,G_playoffs,A_playoffs,Pts_playoffs,PIM_playoffs,player_name,position,Min,GA,EN,SO,GAA,W,L,T,Svs,Pct,TRUE
2003-04,Cleveland Barons,AHL,60,2,11,13,115,18,9,0,3,3,39,Matt Carkner,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Cleveland Barons,AHL,73,0,10,10,192,-5,--,--,--,--,--,Matt Carkner,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Cleveland Barons,AHL,69,10,20,30,202,-17,--,--,--,--,--,Matt Carkner,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,San Jose Sharks,NHL,1,0,1,1,2,0,--,--,--,--,--,Matt Carkner,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Wilkes-Barre/Scranton Penguins,AHL,75,6,24,30,167,3,8,1,0,1,19,Matt Carkner,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Binghamton Senators,AHL,67,10,15,25,218,-1,--,--,--,--,--,Matt Carkner,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Binghamton Senators,AHL,67,3,18,21,210,3,--,--,--,--,--,Matt Carkner,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Ottawa Senators,NHL,1,0,0,0,0,0,--,--,--,--,--,Matt Carkner,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Ottawa Senators,NHL,81,2,9,11,190,0,6,1,0,1,12,Matt Carkner,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Ottawa Senators,NHL,50,1,6,7,136,0,--,--,--,--,--,Matt Carkner,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Ottawa Senators,NHL,29,1,2,3,33,0,4,0,1,1,21,Matt Carkner,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Binghamton Senators,AHL,3,0,1,1,11,0,--,--,--,--,--,Matt Carkner,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,New York Islanders,NHL,22,0,2,2,46,-2,4,0,1,1,2,Matt Carkner,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,New York Islanders,NHL,53,0,3,3,149,-10,--,--,--,--,--,Matt Carkner,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Bridgeport Sound Tigers,AHL,19,2,1,3,38,2,--,--,--,--,--,Matt Carkner,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-16,Bridgeport Sound Tigers,AHL,41,2,9,11,164,11,--,--,--,--,--,Matt Carkner,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-96,Wexford Raiders,MetJHL,1,1,1,2,0,--,,,,,,David Inman,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Wexford Raiders,MetJHL,43,32,56,88,59,--,,,,,,David Inman,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Wexford Raiders,MetJHL,37,36,44,80,82,--,,,,,,David Inman,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Notre Dame,CCHA,38,10,10,20,74,-2,,,,,,David Inman,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Notre Dame,CCHA,32,13,7,20,12,0,,,,,,David Inman,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Notre Dame,CCHA,37,11,6,17,10,-5,,,,,,David Inman,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Notre Dame,CCHA,38,19,18,37,24,12,,,,,,David Inman,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Charlotte Checkers,ECHL,45,19,22,41,26,1,--,--,--,--,--,David Inman,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Hartford Wolf Pack,AHL,17,1,6,7,8,-1,--,--,--,--,--,David Inman,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Lowell Lock Monsters,AHL,54,12,12,24,30,-13,--,--,--,--,--,David Inman,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Caledon Canadians,MetJHL,45,1,10,11,69,--,,,,,,Peter Reynolds,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,London Knights,OHL,55,0,8,8,30,--,16,0,0,0,10,Peter Reynolds,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,London Knights,OHL,59,2,25,27,55,15,23,2,3,5,24,Peter Reynolds,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,North Bay Centennials,OHL,61,3,29,32,53,-18,6,1,3,4,10,Peter Reynolds,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,St. John's Maple Leafs,AHL,2,0,0,0,0,0,1,0,0,0,0,Peter Reynolds,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,North Bay Centennials,OHL,58,2,27,29,85,-17,4,0,1,1,7,Peter Reynolds,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Lowell Lock Monsters,AHL,45,1,2,3,38,6,--,--,--,--,--,Peter Reynolds,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Florida Everblades,ECHL,7,0,0,0,10,-5,--,--,--,--,--,Peter Reynolds,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Florida Everblades,ECHL,66,1,9,10,111,0,1,0,0,0,0,Peter Reynolds,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Lowell Lock Monsters,AHL,5,0,0,0,0,-1,--,--,--,--,--,Peter Reynolds,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Florida Everblades,ECHL,34,3,2,5,51,-4,--,--,--,--,--,Peter Reynolds,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Augusta Lynx,ECHL,4,1,0,1,4,0,--,--,--,--,--,Peter Reynolds,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Green Bay Gamblers,USHL,44,4,10,14,22,--,17,0,1,1,14,Ed Hill,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Green Bay Gamblers,USHL,51,1,16,17,76,--,3,0,0,0,0,Ed Hill,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Barrie Colts,OHL,53,7,17,24,42,24,12,0,2,2,8,Ed Hill,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Barrie Colts,OHL,66,1,18,19,63,36,25,1,3,4,14,Ed Hill,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Barrie Colts,OHL,60,3,19,22,104,-2,5,0,1,1,2,Ed Hill,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Lowell Lock Monsters,AHL,37,0,0,0,37,-12,5,0,1,1,12,Ed Hill,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Florida Everblades,ECHL,34,2,12,14,22,-7,--,--,--,--,--,Ed Hill,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Lowell Lock Monsters,AHL,29,1,3,4,30,-1,--,--,--,--,--,Ed Hill,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Florida Everblades,ECHL,16,1,5,6,10,1,1,0,0,0,0,Ed Hill,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Lowell Lock Monsters,AHL,26,0,2,2,16,0,--,--,--,--,--,Ed Hill,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Florida Everblades,ECHL,3,0,0,0,9,-1,--,--,--,--,--,Ed Hill,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Florida Everblades,ECHL,12,0,0,0,14,-6,--,--,--,--,--,Ed Hill,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Peoria Rivermen,ECHL,54,6,19,25,42,25,--,--,--,--,--,Ed Hill,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Phoenix Roadrunners,ECHL,12,0,12,12,23,1,--,--,--,--,--,Ed Hill,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Utah Grizzlies,ECHL,40,8,16,24,40,-1,4,0,0,0,2,Ed Hill,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,San Antonio Rampage,AHL,4,0,2,2,2,-1,--,--,--,--,--,Ed Hill,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Peoria Rivermen,AHL,12,0,0,0,6,-1,--,--,--,--,--,Ed Hill,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Utah Grizzlies,ECHL,13,0,2,2,36,-5,--,--,--,--,--,Ed Hill,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Pensacola Ice Pilots,ECHL,9,1,4,5,8,-1,--,--,--,--,--,Ed Hill,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Alaska Aces,ECHL,19,0,3,3,10,4,9,1,1,2,2,Ed Hill,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Heilbronn Falcons,2.GBun,17,0,6,6,32,--,--,--,--,--,--,Ed Hill,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Nottingham Panthers,EIHL,16,0,6,6,8,--,4,0,1,1,8,Ed Hill,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Jokerit Helsinki,SM-liiga,6,0,0,0,0,0,--,--,--,--,--,Teemu Sainomaa,Forward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Jokerit Helsinki,SM-liiga,28,1,3,4,2,5,4,0,1,1,0,Teemu Sainomaa,Forward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Jokerit Helsinki,SM-liiga,44,1,4,5,4,-1,1,0,0,0,0,Teemu Sainomaa,Forward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Pelicans,SM-liiga,51,2,3,5,10,-19,--,--,--,--,--,Teemu Sainomaa,Forward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Cherepovets Severstal,Russia,1,0,0,0,0,--,--,--,--,--,--,Stepan Mokhov,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Novokuznetsk Metallurg,Russia,18,0,1,1,6,--,,,,,,Stepan Mokhov,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Moscow Spartak,Russia,12,1,0,1,2,--,,,,,,Stepan Mokhov,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Krylja Sovetov,Rus-1,41,0,7,7,48,-9,,,,,,Stepan Mokhov,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Krylja Sovetov,Rus-1,48,1,8,9,76,6,,,,,,Stepan Mokhov,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Krylja Sovetov,Russia,39,2,5,7,28,--,--,--,--,--,--,Stepan Mokhov,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Wexford Raiders,MetJHL,8,2,5,7,2,--,,,,,,Mike Zigomanis,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Kingston Frontenacs,OHL,62,23,51,74,30,--,12,1,6,7,2,Mike Zigomanis,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Kingston Frontenacs,OHL,67,29,56,85,36,-11,5,1,7,8,2,Mike Zigomanis,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Kingston Frontenacs,OHL,59,40,54,94,49,21,5,0,4,4,0,Mike Zigomanis,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Kingston Frontenacs,OHL,52,40,37,77,44,21,--,--,--,--,--,Mike Zigomanis,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Lowell Lock Monsters,AHL,79,18,30,48,24,-1,5,1,1,2,2,Mike Zigomanis,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Carolina Hurricanes,NHL,19,2,1,3,0,-4,--,--,--,--,--,Mike Zigomanis,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Lowell Lock Monsters,AHL,38,13,18,31,19,-2,--,--,--,--,--,Mike Zigomanis,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Lowell Lock Monsters,AHL,61,17,35,52,56,0,--,--,--,--,--,Mike Zigomanis,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Carolina Hurricanes,NHL,17,0,3,3,2,-1,--,--,--,--,--,Mike Zigomanis,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Lowell Lock Monsters,AHL,76,29,31,60,71,7,11,4,7,11,8,Mike Zigomanis,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Carolina Hurricanes,NHL,21,1,0,1,4,1,--,--,--,--,--,Mike Zigomanis,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Lowell Lock Monsters,AHL,11,6,7,13,19,-2,--,--,--,--,--,Mike Zigomanis,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,St. Louis Blues,NHL,2,0,0,0,0,0,--,--,--,--,--,Mike Zigomanis,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Peoria Rivermen,AHL,28,10,18,28,16,2,4,2,4,6,6,Mike Zigomanis,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Phoenix Coyotes,NHL,75,14,9,23,46,-8,--,--,--,--,--,Mike Zigomanis,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Phoenix Coyotes,NHL,33,2,1,3,6,-7,--,--,--,--,--,Mike Zigomanis,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,San Antonio Rampage,AHL,27,10,15,25,14,9,7,0,5,5,10,Mike Zigomanis,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Pittsburgh Penguins,NHL,22,2,4,6,27,-2,--,--,--,--,--,Mike Zigomanis,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Djurgardens IF Stockholm,SEL,27,4,7,11,12,2,5,0,0,0,8,Mike Zigomanis,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Toronto Marlies,AHL,7,0,13,13,0,5,--,--,--,--,--,Mike Zigomanis,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Toronto Maple Leafs,NHL,8,0,1,1,4,0,--,--,--,--,--,Mike Zigomanis,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Toronto Marlies,AHL,64,14,33,47,66,-3,--,--,--,--,--,Mike Zigomanis,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Toronto Marlies,AHL,68,19,42,61,52,11,13,4,2,6,10,Mike Zigomanis,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Toronto Marlies,AHL,65,7,28,35,42,2,9,2,7,9,8,Mike Zigomanis,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Rochester Americans,AHL,50,12,17,29,32,0,--,--,--,--,--,Mike Zigomanis,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Zvolen HKm,Slovak,8,NA,0,NA,2,NA,,NA,,NA,,Jan Lasak,Goalie,387,29,0,0,4.50,,,,,,NA
1999-00,Hampton Roads Admirals,ECHL,59,NA,5,NA,23,NA,10,NA,1,NA,4,Jan Lasak,Goalie,3409,145,2,0,2.55,36,17,4,1602,0.917,NA
2000-01,Milwaukee Admirals,IHL,43,NA,0,NA,4,NA,3,NA,0,NA,0,Jan Lasak,Goalie,2439,106,3,1,2.61,23,17,2,1118,0.913,NA
2001-02,Milwaukee Admirals,AHL,34,NA,1,NA,10,NA,-,NA,-,NA,-,Jan Lasak,Goalie,1981,79,2,2,2.39,12,18,3,866,0.916,NA
2001-02,Nashville Predators,NHL,3,NA,0,NA,2,NA,-,NA,-,NA,-,Jan Lasak,Goalie,177,13,1,0,4.41,0,3,0,91,0.875,NA
2002-03,Milwaukee Admirals,AHL,40,NA,2,NA,8,NA,6,NA,0,NA,0,Jan Lasak,Goalie,2378,113,3,1,2.85,18,14,7,1031,0.901,NA
2002-03,Nashville Predators,NHL,3,NA,0,NA,0,NA,-,NA,-,NA,-,Jan Lasak,Goalie,90,5,0,0,3.33,0,1,0,34,0.872,NA
2003-04,St. Petersburg SKA,Russia,34,NA,1,NA,4,NA,-,NA,-,NA,-,Jan Lasak,Goalie,2000,80,0,0,2.40,,,,794,0.909,NA
2004-05,Pardubice HC,Czech,46,NA,1,NA,4,NA,-,NA,-,NA,-,Jan Lasak,Goalie,2769,108,0,4,2.34,31,14,1,1429,0.930,NA
2005-06,Pardubice HC,Czech,33,NA,3,NA,2,NA,-,NA,-,NA,-,Jan Lasak,Goalie,1936,82,0,3,2.54,16,13,4,1034,0.927,NA
2006-07,Pardubice HC,Czech,45,NA,1,NA,8,NA,-,NA,-,NA,-,Jan Lasak,Goalie,2625,113,0,6,2.58,25,20,0,1494,0.930,NA
2007-08,Pardubice HC,Czech,45,NA,0,NA,34,NA,-,NA,-,NA,-,Jan Lasak,Goalie,2617,118,0,4,2.71,22,23,0,1476,0.925,NA
2009-10,Kosice HC,Slovak,17,NA,0,NA,2,NA,,NA,,NA,,Jan Lasak,Goalie,977,47,0,1,2.89,,,,430,0.901,NA
2009-10,Mytishchi Atlant,KHL,21,NA,0,NA,4,NA,-,NA,-,NA,-,Jan Lasak,Goalie,1249,52,0,2,2.50,11,6,4,516,0.908,NA
2011-12,Khabarovsk Amur,KHL,27,NA,1,NA,14,NA,,NA,,NA,,Jan Lasak,Goalie,1536,70,0,2,2.74,11,11,3,722,0.912,NA
2012-13,Khabarovsk Amur,KHL,12,NA,0,NA,4,NA,-,NA,-,NA,-,Jan Lasak,Goalie,682,36,0,0,3.16,3,7,1,348,0.906,NA
2012-13,Moscow Spartak,KHL,13,NA,0,NA,2,NA,-,NA,-,NA,-,Jan Lasak,Goalie,783,31,0,0,2.37,6,7,0,321,0.912,NA
2013-14,Liberec Bili Tygri HC,Czech,8,NA,0,NA,0,NA,-,NA,-,NA,-,Jan Lasak,Goalie,488,12,0,2,1.48,7,1,0,226,0.949,NA
2014-15,Liberec Bili Tygri HC,Czech,46,NA,5,NA,51,NA,-,NA,-,NA,-,Jan Lasak,Goalie,2735,106,0,2,2.33,24,22,0,1236,0.921,NA
2015-16,Liberec Bili Tygri HC,Czech,37,NA,2,NA,0,NA,13,NA,0,NA,4,Jan Lasak,Goalie,2185,76,0,4,2.09,29,8,0,783,0.911,NA
2016-17,Liberec Bili Tygri HC,Czech,23,NA,0,NA,4,NA,13,NA,1,NA,2,Jan Lasak,Goalie,1342,43,0,3,1.92,16,7,0,499,0.921,NA
1998-99,London Knights,OHL,68,2,12,14,115,21,25,1,7,8,24,Dan Jancevski,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,London Knights,OHL,59,8,15,23,138,-7,--,--,--,--,--,Dan Jancevski,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,London Knights,OHL,39,4,23,27,95,-6,--,--,--,--,--,Dan Jancevski,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Sudbury Wolves,OHL,31,3,14,17,42,16,12,0,9,9,17,Dan Jancevski,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Utah Grizzlies,AHL,77,0,13,13,147,3,5,0,0,0,4,Dan Jancevski,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Utah Grizzlies,AHL,76,1,10,11,172,-12,2,0,1,1,12,Dan Jancevski,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Utah Grizzlies,AHL,80,5,17,22,171,-9,--,--,--,--,--,Dan Jancevski,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Hamilton Bulldogs,AHL,80,6,20,26,163,8,4,0,0,0,2,Dan Jancevski,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Iowa Stars,AHL,77,9,29,38,91,7,7,1,1,2,6,Dan Jancevski,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Dallas Stars,NHL,2,0,0,0,0,1,--,--,--,--,--,Dan Jancevski,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Hamilton Bulldogs,AHL,80,7,24,31,87,22,22,3,11,14,16,Dan Jancevski,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Norfolk Admirals,AHL,37,4,16,20,52,-25,--,--,--,--,--,Dan Jancevski,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Tampa Bay Lightning,NHL,2,0,0,0,2,-1,--,--,--,--,--,Dan Jancevski,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Iowa Stars,AHL,33,3,7,10,36,-9,--,--,--,--,--,Dan Jancevski,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Dallas Stars,NHL,2,0,0,0,0,0,--,--,--,--,--,Dan Jancevski,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Hamilton Bulldogs,AHL,76,1,27,28,76,24,6,0,3,3,6,Dan Jancevski,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Dallas Stars,NHL,3,0,0,0,0,0,--,--,--,--,--,Dan Jancevski,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Texas Stars,AHL,78,3,20,23,71,18,24,1,11,12,20,Dan Jancevski,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Adirondack Phantoms,AHL,75,0,15,15,34,-2,--,--,--,--,--,Dan Jancevski,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Adirondack Phantoms,AHL,75,3,11,14,53,-3,--,--,--,--,--,Dan Jancevski,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Kazan Ak-Bars,Russia,0,NA,0,NA,0,NA,-,NA,-,NA,-,Evgeny Konstantinov,Goalie,,,,,,,,,,,NA
1999-00,Kazan Ak-Bars,Russia,2,NA,0,NA,0,NA,,NA,,NA,,Evgeny Konstantinov,Goalie,,,,,,,,,,,NA
2000-01,Detroit Vipers,IHL,27,NA,1,NA,0,NA,-,NA,-,NA,-,Evgeny Konstantinov,Goalie,1197,85,1,0,4.26,4,15,2,513,0.858,NA
2000-01,Tampa Bay Lightning,NHL,1,NA,0,NA,0,NA,-,NA,-,NA,-,Evgeny Konstantinov,Goalie,,0,0,0,0.00,,,,,,NA
2000-01,Louisiana IceGators,ECHL,8,NA,0,NA,2,NA,12,NA,0,NA,4,Evgeny Konstantinov,Goalie,458,21,0,0,2.75,4,4,0,215,0.911,NA
2001-02,Pensacola Ice Pilots,ECHL,24,NA,0,NA,0,NA,-,NA,-,NA,-,Evgeny Konstantinov,Goalie,1229,71,2,0,3.47,10,10,0,645,0.901,NA
2001-02,Springfield Falcons,AHL,3,NA,0,NA,0,NA,-,NA,-,NA,-,Evgeny Konstantinov,Goalie,178,5,0,0,1.69,1,2,0,63,0.926,NA
2002-03,Tampa Bay Lightning,NHL,1,NA,0,NA,2,NA,-,NA,-,NA,-,Evgeny Konstantinov,Goalie,20,1,0,0,3.00,,,,5,0.833,NA
2002-03,Springfield Falcons,AHL,39,NA,0,NA,0,NA,-,NA,-,NA,-,Evgeny Konstantinov,Goalie,2188,118,4,1,3.24,13,23,1,949,0.889,NA
2003-04,Pensacola Ice Pilots,ECHL,12,NA,1,NA,0,NA,-,NA,-,NA,-,Evgeny Konstantinov,Goalie,651,40,1,0,3.68,2,6,2,374,0.903,NA
2004-05,Yekaterinburg Dynamo,Rus-1,4,NA,0,NA,0,NA,,NA,,NA,,Evgeny Konstantinov,Goalie,,,,,,,,,,,NA
2005-06,Moscow Dynamo,Russia,4,NA,0,NA,0,NA,-,NA,-,NA,-,Evgeny Konstantinov,Goalie,165,12,0,0,4.34,,,,71,0.831,NA
2005-06,Stupino Kapitan,Rus-1,11,NA,1,NA,2,NA,,NA,,NA,,Evgeny Konstantinov,Goalie,,,,,,,,,,,NA
2006-07,Podolsk MVD,Russia,27,NA,2,NA,0,NA,1,NA,0,NA,0,Evgeny Konstantinov,Goalie,,,,,,,,,,,NA
2008-09,Balashikha MVD HC,KHL,12,NA,1,NA,0,NA,-,NA,-,NA,-,Evgeny Konstantinov,Goalie,547,21,0,1,2.30,6,2,1,194,0.902,NA
1998-99,Seattle Thunderbirds,WHL,44,18,15,33,25,7,11,4,0,4,24,Zdenek Blatny,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Seattle Thunderbirds,WHL,7,4,5,9,12,8,--,--,--,--,--,Zdenek Blatny,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Kootenay Ice,WHL,61,43,39,82,119,34,21,10,17,27,46,Zdenek Blatny,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Kootenay Ice,WHL,58,37,48,85,120,19,11,8,10,18,24,Zdenek Blatny,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Chicago Wolves,AHL,41,4,3,7,30,-8,3,2,0,2,0,Zdenek Blatny,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Greenville Grrrowl,ECHL,12,5,5,10,17,1,9,2,8,10,14,Zdenek Blatny,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Chicago Wolves,AHL,72,12,9,21,62,7,9,0,2,2,20,Zdenek Blatny,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Atlanta Thrashers,NHL,4,0,0,0,0,-1,--,--,--,--,--,Zdenek Blatny,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
