Season,Team,Lge,GP,G,A,Pts,PIM,+/-,GP_playoffs,G_playoffs,A_playoffs,Pts_playoffs,PIM_playoffs,player_name,position,Min,GA,EN,SO,GAA,W,L,T,Svs,Pct,TRUE
2006-07,Albany River Rats,AHL,61,23,32,55,18,-8,5,1,5,6,8,Matt Murley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,San Antonio Rampage,AHL,76,21,41,62,43,20,7,2,2,4,0,Matt Murley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Phoenix Coyotes,NHL,3,0,1,1,0,1,--,--,--,--,--,Matt Murley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Khabarovsk Amur,KHL,33,4,3,7,28,-9,--,--,--,--,--,Matt Murley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Lugano,Swiss-A,3,1,1,2,4,1,,,,,,Matt Murley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Rapperswil-Jona,Swiss-A,11,6,6,12,8,-2,,,,,,Matt Murley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Langenthal SC,Swiss-B,22,8,15,23,18,--,,,,,,Matt Murley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Linkopings HC,SEL,12,3,5,8,0,9,--,--,--,--,--,Matt Murley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Timra IK,SEL,32,9,6,15,36,-9,--,--,--,--,--,Matt Murley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Timra IK,SEL,55,15,16,31,16,-10,,,,,,Matt Murley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Timra IK,SEL,13,5,8,13,22,5,--,--,--,--,--,Matt Murley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Zagreb Medvescak KHL,KHL,52,16,20,36,6,6,3,1,1,2,2,Matt Murley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Bratislava Slovan,KHL,46,11,13,24,75,-19,--,--,--,--,--,Matt Murley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-16,Nuermberg Thomas Sabo Ice Tigers,DEL,51,9,16,25,26,0,12,2,1,3,8,Matt Murley,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Newmarket Hurricanes,OPJHL,1,0,0,0,9,--,,,,,,Adam Hall,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Bramalea Blues,OPJHL,43,9,14,23,92,--,,,,,,Adam Hall,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,USNTDP Under-18 Team,"NAHL",15,12,1,13,20,--,6,3,2,5,4,Adam Hall,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,U.S. Junior National Team,USHL,21,9,11,20,20,--,--,--,--,--,--,Adam Hall,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Michigan State University,CCHA,36,16,7,23,74,21,,,,,,Adam Hall,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Michigan State University,CCHA,40,26,13,39,38,0,,,,,,Adam Hall,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Michigan State University,CCHA,42,18,12,30,42,6,,,,,,Adam Hall,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Michigan State University,CCHA,41,19,15,34,36,14,,,,,,Adam Hall,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Milwaukee Admirals,AHL,6,2,2,4,4,4,--,--,--,--,--,Adam Hall,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Nashville Predators,NHL,1,0,1,1,0,0,--,--,--,--,--,Adam Hall,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Milwaukee Admirals,AHL,1,0,0,0,2,0,--,--,--,--,--,Adam Hall,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Nashville Predators,NHL,79,16,12,28,31,-8,--,--,--,--,--,Adam Hall,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Nashville Predators,NHL,79,13,14,27,37,-7,6,2,1,3,2,Adam Hall,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Nashville Predators,NHL,75,14,15,29,40,0,5,1,0,1,0,Adam Hall,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,New York Rangers,NHL,49,4,8,12,18,-13,--,--,--,--,--,Adam Hall,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Minnesota Wild,NHL,23,2,3,5,8,2,3,0,0,0,7,Adam Hall,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Pittsburgh Penguins,NHL,46,2,4,6,24,-2,17,3,1,4,8,Adam Hall,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Tampa Bay Lightning,NHL,74,5,5,10,29,-9,--,--,--,--,--,Adam Hall,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Norfolk Admirals,AHL,79,16,25,41,47,7,--,--,--,--,--,Adam Hall,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Tampa Bay Lightning,NHL,82,7,11,18,32,-12,18,1,4,5,8,Adam Hall,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Tampa Bay Lightning,NHL,57,2,5,7,17,-11,--,--,--,--,--,Adam Hall,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Ravensburg Tower Stars,2.GBun,17,11,4,15,39,--,--,--,--,--,--,Adam Hall,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Tampa Bay Lightning,NHL,20,0,4,4,23,3,--,--,--,--,--,Adam Hall,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Carolina Hurricanes,NHL,6,0,0,0,0,-2,--,--,--,--,--,Adam Hall,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Philadelphia Flyers,NHL,11,0,0,0,0,-1,--,--,--,--,--,Adam Hall,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Philadelphia Flyers,NHL,80,4,5,9,23,-15,7,0,1,1,7,Adam Hall,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Ambri-Piotta,Swiss-A,50,14,18,32,34,-3,--,--,--,--,--,Adam Hall,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-16,Ambri-Piotta,Swiss-A,40,11,10,21,24,7,--,--,--,--,--,Adam Hall,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-17,Ambri-Piotta,Swiss-A,38,11,9,20,22,-7,--,--,--,--,--,Adam Hall,Right Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-96,Kanata Valley Lasers,CJHL,19,6,1,7,19,--,,,,,,Brad Ralph,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Kanata Valley Lasers,CJHL,44,13,13,26,63,--,,,,,,Brad Ralph,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Oshawa Generals,OHL,59,20,17,37,45,--,7,2,1,3,8,Brad Ralph,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Oshawa Generals,OHL,67,31,44,75,93,12,14,7,7,14,10,Brad Ralph,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Oshawa Generals,OHL,56,28,35,63,68,17,5,1,1,2,4,Brad Ralph,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Phoenix Coyotes,NHL,1,0,0,0,0,0,--,--,--,--,--,Brad Ralph,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Springfield Falcons,AHL,50,5,13,18,23,-3,--,--,--,--,--,Brad Ralph,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Mississippi Sea Wolves,ECHL,16,2,3,5,12,-6,--,--,--,--,--,Brad Ralph,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Augusta Lynx,ECHL,44,11,15,26,80,3,--,--,--,--,--,Brad Ralph,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Springfield Falcons,AHL,16,2,5,7,6,5,--,--,--,--,--,Brad Ralph,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Dayton Bombers,ECHL,13,5,4,9,16,-5,--,--,--,--,--,Brad Ralph,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Alleghe HC,Italy-A,21,9,10,19,28,--,3,0,0,0,6,Brad Ralph,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Columbia Inferno,ECHL,65,27,26,53,60,4,5,2,3,5,8,Brad Ralph,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Columbia Inferno,ECHL,63,20,33,53,108,6,--,--,--,--,--,Brad Ralph,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Hershey Bears,AHL,--,--,--,--,--,--,1,0,0,0,0,Brad Ralph,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Columbia Inferno,ECHL,66,18,31,49,73,1,5,1,5,6,8,Brad Ralph,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Charlotte Checkers,ECHL,28,13,15,28,22,7,6,0,2,2,12,Brad Ralph,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,USNTDP Under-18 Team,"NAHL",12,2,0,2,8,--,5,2,3,5,2,Andrew Hutchinson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,U.S. Junior National Team,USHL,15,0,7,7,8,--,--,--,--,--,--,Andrew Hutchinson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Michigan State University,CCHA,37,3,12,15,26,12,,,,,,Andrew Hutchinson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Michigan State University,CCHA,42,5,12,17,64,0,,,,,,Andrew Hutchinson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Michigan State University,CCHA,42,5,19,24,46,17,,,,,,Andrew Hutchinson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Michigan State University,CCHA,39,6,16,22,24,9,,,,,,Andrew Hutchinson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Milwaukee Admirals,AHL,5,0,1,1,0,-2,--,--,--,--,--,Andrew Hutchinson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Milwaukee Admirals,AHL,63,9,17,26,40,-10,3,1,0,1,0,Andrew Hutchinson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Toledo Storm,ECHL,10,2,5,7,4,8,--,--,--,--,--,Andrew Hutchinson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Milwaukee Admirals,AHL,46,12,12,24,39,7,22,5,11,16,33,Andrew Hutchinson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Nashville Predators,NHL,18,4,4,8,4,1,--,--,--,--,--,Andrew Hutchinson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Milwaukee Admirals,AHL,76,10,35,45,79,1,7,1,3,4,8,Andrew Hutchinson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Carolina Hurricanes,NHL,36,3,8,11,18,-2,--,--,--,--,--,Andrew Hutchinson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Carolina Hurricanes,NHL,41,3,11,14,30,0,--,--,--,--,--,Andrew Hutchinson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Hartford Wolf Pack,AHL,67,18,46,64,66,28,5,2,2,4,4,Andrew Hutchinson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Norfolk Admirals,AHL,20,1,12,13,14,-6,--,--,--,--,--,Andrew Hutchinson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Tampa Bay Lightning,NHL,2,0,0,0,0,-5,--,--,--,--,--,Andrew Hutchinson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Dallas Stars,NHL,38,2,3,5,12,-4,--,--,--,--,--,Andrew Hutchinson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Texas Stars,AHL,78,9,29,38,50,3,21,5,11,16,14,Andrew Hutchinson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Wilkes-Barre/Scranton Penguins,AHL,54,7,29,36,29,0,12,0,5,5,0,Andrew Hutchinson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Pittsburgh Penguins,NHL,5,0,1,1,6,-3,--,--,--,--,--,Andrew Hutchinson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Astana Barys,KHL,53,3,11,14,40,-4,,,,,,Andrew Hutchinson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Astana Barys,KHL,40,2,12,14,22,1,7,0,2,2,10,Andrew Hutchinson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Zug EV,Swiss-A,33,4,11,15,22,2,--,--,--,--,--,Andrew Hutchinson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Zagreb Medvescak KHL,KHL,53,4,11,15,75,-5,--,--,--,--,--,Andrew Hutchinson,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,New England Jr. Whalers,EJHL,39,12,24,36,32,--,,,,,,Doug Janik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,USNTDP Under-18 Team,"NAHL",10,0,4,4,10,--,7,1,3,4,18,Doug Janik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,U.S. Junior National Team,USHL,19,1,6,7,34,--,--,--,--,--,--,Doug Janik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,U. of Maine,H-East,35,3,13,16,44,--,,,,,,Doug Janik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,U. of Maine,H-East,36,6,13,19,54,0,,,,,,Doug Janik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,U. of Maine,H-East,39,3,15,18,52,6,,,,,,Doug Janik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Rochester Americans,AHL,80,6,17,23,100,10,2,0,0,0,0,Doug Janik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Rochester Americans,AHL,75,3,13,16,120,-11,3,0,0,0,6,Doug Janik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Buffalo Sabres,NHL,6,0,0,0,2,1,--,--,--,--,--,Doug Janik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Rochester Americans,AHL,74,2,14,16,109,-6,16,1,2,3,22,Doug Janik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Buffalo Sabres,NHL,4,0,0,0,19,0,--,--,--,--,--,Doug Janik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Rochester Americans,AHL,76,2,10,12,196,18,9,0,2,2,10,Doug Janik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Rochester Americans,AHL,71,5,19,24,161,8,--,--,--,--,--,Doug Janik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Buffalo Sabres,NHL,--,--,--,--,--,--,5,1,0,1,2,Doug Janik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Tampa Bay Lightning,NHL,75,2,9,11,53,-11,1,0,0,0,0,Doug Janik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Tampa Bay Lightning,NHL,61,1,3,4,45,-3,--,--,--,--,--,Doug Janik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Dallas Stars,NHL,13,0,1,1,2,-2,--,--,--,--,--,Doug Janik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Rockford IceHogs,AHL,4,0,2,2,4,2,--,--,--,--,--,Doug Janik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Montreal Canadiens,NHL,2,0,0,0,2,-1,--,--,--,--,--,Doug Janik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Hamilton Bulldogs,AHL,18,0,5,5,10,4,6,0,0,0,7,Doug Janik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Detroit Red Wings,NHL,13,0,2,2,18,-3,--,--,--,--,--,Doug Janik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Grand Rapids Griffins,AHL,66,6,31,37,84,4,--,--,--,--,--,Doug Janik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Grand Rapids Griffins,AHL,60,5,17,22,77,11,--,--,--,--,--,Doug Janik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Detroit Red Wings,NHL,7,0,0,0,7,-2,--,--,--,--,--,Doug Janik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Grand Rapids Griffins,AHL,67,10,23,33,74,19,--,--,--,--,--,Doug Janik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Detroit Red Wings,NHL,9,0,1,1,6,2,--,--,--,--,--,Doug Janik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Mannheim Eagles,DEL,40,3,7,10,54,2,6,0,2,2,2,Doug Janik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,San Antonio Rampage,AHL,13,1,7,8,8,4,--,--,--,--,--,Doug Janik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Chicago Wolves,AHL,9,1,3,4,8,5,--,--,--,--,--,Doug Janik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Caldaro SG,Italy-A,29,5,15,20,40,--,,,,,,Doug Janik,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-96,Caledon Canadians,MetJHL,50,19,14,33,40,--,,,,,,Matt Zultek,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Ottawa 67's,OHL,63,27,13,40,76,--,21,7,6,13,27,Matt Zultek,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Ottawa 67's,OHL,62,28,28,56,156,--,13,6,12,18,20,Matt Zultek,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Ottawa 67's,OHL,56,33,33,66,71,35,9,6,2,8,4,Matt Zultek,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Ottawa 67's,OHL,28,9,6,15,34,-5,11,3,5,8,12,Matt Zultek,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,St. Thomas University,AUS,17,12,7,19,68,--,,,,,,Matt Zultek,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Philadelphia Phantoms,AHL,16,1,4,5,6,2,9,0,1,1,8,Matt Zultek,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Trenton Titans,ECHL,48,15,13,28,148,6,7,4,1,5,12,Matt Zultek,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Philadelphia Phantoms,AHL,--,--,--,--,--,--,1,0,0,0,0,Matt Zultek,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Philadelphia Phantoms,AHL,13,0,0,0,2,-5,--,--,--,--,--,Matt Zultek,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Trenton Titans,ECHL,58,25,27,52,205,9,3,1,0,1,2,Matt Zultek,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Trenton Titans,ECHL,65,35,30,65,217,9,--,--,--,--,--,Matt Zultek,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Springfield Falcons,AHL,4,0,0,0,0,-2,--,--,--,--,--,Matt Zultek,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Trenton Titans,ECHL,60,12,17,29,231,-4,13,1,0,1,30,Matt Zultek,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Manitoba Moose,AHL,1,0,0,0,2,0,--,--,--,--,--,Matt Zultek,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Greenville Grrrowl,ECHL,22,6,5,11,56,-2,--,--,--,--,--,Matt Zultek,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Toledo Storm,ECHL,24,10,8,18,47,9,13,8,6,14,42,Matt Zultek,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Toledo Storm,ECHL,72,27,37,64,92,-2,2,0,0,0,14,Matt Zultek,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Rapid City Rush,CHL,17,6,4,10,11,-5,--,--,--,--,--,Matt Zultek,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Mississippi Surge,SPHL,52,47,21,68,93,-5,7,3,4,7,4,Matt Zultek,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Lindsay Muskies,OPJHL,50,2,8,10,40,--,,,,,,Jeremy Van Hoof,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Ottawa 67's,OHL,54,0,13,13,46,22,5,1,0,1,2,Jeremy Van Hoof,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Ottawa 67's,OHL,66,4,14,18,71,23,11,1,0,1,12,Jeremy Van Hoof,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Ottawa 67's,OHL,65,1,14,15,49,11,20,3,4,7,27,Jeremy Van Hoof,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Pensacola Ice Pilots,ECHL,72,2,14,16,86,26,3,0,0,0,9,Jeremy Van Hoof,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Pensacola Ice Pilots,ECHL,66,4,5,9,51,17,4,0,1,1,4,Jeremy Van Hoof,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Springfield Falcons,AHL,4,0,0,0,6,-1,--,--,--,--,--,Jeremy Van Hoof,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Hershey Bears,AHL,5,0,1,1,0,3,--,--,--,--,--,Jeremy Van Hoof,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Pensacola Ice Pilots,ECHL,64,1,14,15,42,-6,5,1,0,1,11,Jeremy Van Hoof,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Johnstown Chiefs,ECHL,59,3,16,19,56,-10,--,--,--,--,--,Jeremy Van Hoof,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Columbia Inferno,ECHL,13,0,0,0,13,0,5,0,0,0,4,Jeremy Van Hoof,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Dayton Bombers,ECHL,66,5,16,21,82,-16,--,--,--,--,--,Jeremy Van Hoof,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Fassa HC,Italy-A,32,4,5,9,30,--,--,--,--,--,--,Jeremy Van Hoof,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Rio Grande Valley Killer Bees,CHL,64,4,19,23,99,-14,--,--,--,--,--,Jeremy Van Hoof,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Fassa HC,Italy-A,41,8,9,17,42,--,,,,,,Jeremy Van Hoof,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Guildford Flames,EPL,3,0,2,2,0,--,,,,,,Jeremy Van Hoof,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Akwesasne Warriors,FHL,12,3,1,4,8,12,--,--,--,--,--,Jeremy Van Hoof,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Nottingham Panthers,EIHL,13,1,3,4,10,--,,,,,,Jeremy Van Hoof,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Brockville Braves,CJHL,7,0,0,0,37,--,,,,,,Matt Carkner,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Peterborough Petes,OHL,57,0,6,6,121,--,4,0,0,0,2,Matt Carkner,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Peterborough Petes,OHL,60,2,16,18,173,15,5,0,0,0,20,Matt Carkner,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Peterborough Petes,OHL,62,3,13,16,177,5,5,0,1,1,6,Matt Carkner,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Peterborough Petes,OHL,53,8,8,16,128,7,7,0,3,3,25,Matt Carkner,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Cleveland Barons,AHL,74,0,3,3,335,-3,--,--,--,--,--,Matt Carkner,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Cleveland Barons,AHL,39,1,4,5,104,-12,--,--,--,--,--,Matt Carkner,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
