Season,Team,Lge,GP,G,A,Pts,PIM,+/-,GP_playoffs,G_playoffs,A_playoffs,Pts_playoffs,PIM_playoffs,player_name,position,Min,GA,EN,SO,GAA,W,L,T,Svs,Pct
2003-04,St. John's Maple Leafs,AHL,12,NA,0,NA,0,NA,-,NA,-,NA,-,Jamie Hodson,Goalie,572,40,0,0,4.20,3,6,1,278,0.874
2003-04,Greensboro Generals,ECHL,30,NA,2,NA,10,NA,-,NA,-,NA,-,Jamie Hodson,Goalie,1799,81,2,2,2.70,17,11,1,1063,0.929
2004-05,Fresno Falcons,ECHL,32,NA,1,NA,16,NA,-,NA,-,NA,-,Jamie Hodson,Goalie,1812,90,3,0,2.98,18,10,2,998,0.917
2005-06,Roanoke Valley Vipers,UHL,26,NA,0,NA,12,NA,-,NA,-,NA,-,Jamie Hodson,Goalie,1429,85,0,0,3.57,9,14,3,644,0.883
2006-07,Bakersfield Condors,ECHL,48,NA,0,NA,8,NA,4,NA,0,NA,0,Jamie Hodson,Goalie,2869,127,0,3,2.66,29,10,8,1397,0.917
1996-97,Detroit Whalers,OHL,55,0,9,9,49,--,5,0,0,0,2,Kevin Holdridge,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Plymouth Whalers,OHL,61,4,15,19,106,--,15,0,3,3,30,Kevin Holdridge,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Plymouth Whalers,OHL,64,2,17,19,118,32,11,0,1,1,15,Kevin Holdridge,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Plymouth Whalers,OHL,31,4,12,16,36,0,--,--,--,--,--,Kevin Holdridge,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Ottawa 67's,OHL,30,0,7,7,34,0,11,1,1,2,20,Kevin Holdridge,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Compuware Ambassadors,"NAHL",11,1,2,3,24,--,--,--,--,--,--,Kevin Holdridge,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Did Not Play,Ind,Statistics Unavailable,Statistics Unavailable,Statistics Unavailable,Statistics Unavailable,Statistics Unavailable,Statistics Unavailable,,,,,,Kevin Holdridge,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Did Not Play,Ind,Statistics Unavailable,Statistics Unavailable,Statistics Unavailable,Statistics Unavailable,Statistics Unavailable,Statistics Unavailable,,,,,,Kevin Holdridge,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Louisiana IceGators,ECHL,15,0,1,1,4,2,--,--,--,--,--,Kevin Holdridge,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Florida Everblades,ECHL,27,0,2,2,28,-9,--,--,--,--,--,Kevin Holdridge,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Roanoke Express,ECHL,23,0,8,8,66,11,4,0,0,0,6,Kevin Holdridge,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Des Moines Buccaneers,USHL,48,30,34,64,140,--,5,2,0,2,8,Erik Cole,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Clarkson University,ECAC,34,11,20,31,55,--,,,,,,Erik Cole,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Clarkson University,ECAC,36,22,20,42,50,--,,,,,,Erik Cole,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Clarkson University,ECAC,33,19,11,30,46,--,,,,,,Erik Cole,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Cincinnati Cyclones,IHL,9,4,3,7,2,-5,7,1,1,2,2,Erik Cole,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Cincinnati Cyclones,IHL,69,23,20,43,28,9,5,1,0,1,2,Erik Cole,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Carolina Hurricanes,NHL,81,16,24,40,35,-10,23,6,3,9,30,Erik Cole,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Carolina Hurricanes,NHL,53,14,13,27,72,1,--,--,--,--,--,Erik Cole,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Carolina Hurricanes,NHL,80,18,24,42,93,-4,--,--,--,--,--,Erik Cole,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Berlin Polar Bears,DEL,39,6,21,27,76,7,8,5,1,6,37,Erik Cole,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Carolina Hurricanes,NHL,60,30,29,59,54,19,2,0,0,0,0,Erik Cole,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Carolina Hurricanes,NHL,71,29,32,61,76,2,--,--,--,--,--,Erik Cole,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Carolina Hurricanes,NHL,73,22,29,51,76,5,--,--,--,--,--,Erik Cole,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Edmonton Oilers,NHL,63,16,11,27,63,-3,--,--,--,--,--,Erik Cole,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Carolina Hurricanes,NHL,17,2,13,15,10,3,18,0,5,5,22,Erik Cole,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Carolina Hurricanes,NHL,40,11,5,16,29,-9,--,--,--,--,--,Erik Cole,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Carolina Hurricanes,NHL,82,26,26,52,49,-1,--,--,--,--,--,Erik Cole,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Montreal Canadiens,NHL,82,35,26,61,48,11,--,--,--,--,--,Erik Cole,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Montreal Canadiens,NHL,19,3,3,6,10,1,--,--,--,--,--,Erik Cole,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Dallas Stars,NHL,28,6,1,7,10,-7,--,--,--,--,--,Erik Cole,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Dallas Stars,NHL,75,16,13,29,20,-17,3,0,0,0,2,Erik Cole,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Dallas Stars,NHL,57,18,15,33,14,4,--,--,--,--,--,Erik Cole,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Detroit Red Wings,NHL,11,3,3,6,0,-2,--,--,--,--,--,Erik Cole,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Moncton Wildcats,QMJHL,15,5,5,10,12,-2,--,--,--,--,--,Dmitry Afanasenkov,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Sherbrooke Castors,QMJHL,51,23,30,53,22,4,13,10,6,16,6,Dmitry Afanasenkov,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Sherbrooke Castors,QMJHL,60,56,43,99,70,6,5,3,2,5,4,Dmitry Afanasenkov,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Detroit Vipers,IHL,65,15,22,37,26,-30,--,--,--,--,--,Dmitry Afanasenkov,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Tampa Bay Lightning,NHL,9,1,1,2,4,1,--,--,--,--,--,Dmitry Afanasenkov,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Tampa Bay Lightning,NHL,5,0,0,0,0,-1,--,--,--,--,--,Dmitry Afanasenkov,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Springfield Falcons,AHL,28,4,5,9,4,-2,--,--,--,--,--,Dmitry Afanasenkov,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Grand Rapids Griffins,AHL,18,1,2,3,2,2,--,--,--,--,--,Dmitry Afanasenkov,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Springfield Falcons,AHL,41,4,9,13,25,-20,--,--,--,--,--,Dmitry Afanasenkov,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Tampa Bay Lightning,NHL,71,6,10,16,12,-4,23,1,2,3,6,Dmitry Afanasenkov,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Tolyatti Lada,Russia,30,2,9,11,12,--,9,0,0,0,4,Dmitry Afanasenkov,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Tampa Bay Lightning,NHL,68,9,6,15,16,-7,5,0,1,1,2,Dmitry Afanasenkov,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Tampa Bay Lightning,NHL,33,3,3,6,8,-6,--,--,--,--,--,Dmitry Afanasenkov,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Philadelphia Flyers,NHL,41,8,7,15,12,-19,--,--,--,--,--,Dmitry Afanasenkov,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Moscow Dynamo,Russia,45,13,6,19,56,--,9,1,3,4,2,Dmitry Afanasenkov,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Moscow Dynamo,KHL,56,19,17,36,40,7,12,2,3,5,16,Dmitry Afanasenkov,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Moscow Dynamo,KHL,6,1,3,4,6,1,--,--,--,--,--,Dmitry Afanasenkov,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Yaroslavl Lokomotiv,KHL,44,12,9,21,20,-4,8,0,0,0,4,Dmitry Afanasenkov,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Chelyabinsk Traktor,KHL,30,7,8,15,18,-2,--,--,--,--,--,Dmitry Afanasenkov,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Fribourg-Gotteron HC,Swiss-A,14,3,5,8,6,1,3,1,0,1,0,Dmitry Afanasenkov,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Yekaterinburg Automobilist,KHL,3,0,0,0,2,-3,--,--,--,--,--,Dmitry Afanasenkov,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,U. of Minnesota,WCHA,17,0,2,2,8,--,,,,,,Pat O'Leary,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,U. of Minnesota,WCHA,25,6,1,7,8,--,,,,,,Pat O'Leary,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,U. of Minnesota,WCHA,38,5,4,9,44,--,,,,,,Pat O'Leary,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,U. of Minnesota,WCHA,40,4,2,6,18,--,,,,,,Pat O'Leary,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Quad City Mallards,UHL,3,0,1,1,0,1,--,--,--,--,--,Pat O'Leary,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Kalamazoo Wings,UHL,68,16,13,29,80,-15,--,--,--,--,--,Pat O'Leary,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Kalamazoo Wings,UHL,56,19,24,43,71,15,4,1,1,2,4,Pat O'Leary,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Pee Dee Pride,ECHL,6,0,4,4,8,-2,--,--,--,--,--,Pat O'Leary,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Mississippi Sea Wolves,ECHL,52,12,11,23,71,-2,--,--,--,--,--,Pat O'Leary,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Lugano,Swiss-A,36,1,2,3,12,--,,,,,,Julien Vauclair,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Lugano,Swiss-A,38,0,3,3,8,--,,,,,,Julien Vauclair,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Lugano,Swiss-A,45,3,3,6,16,--,14,0,0,0,0,Julien Vauclair,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Lugano,Swiss-A,42,3,4,7,57,--,18,0,1,1,4,Julien Vauclair,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Grand Rapids Griffins,AHL,71,5,14,19,18,1,4,0,1,1,4,Julien Vauclair,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Binghamton Senators,AHL,67,6,16,22,30,11,14,0,1,1,8,Julien Vauclair,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Binghamton Senators,AHL,78,9,30,39,39,-5,2,0,0,0,0,Julien Vauclair,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Ottawa Senators,NHL,1,0,0,0,2,1,--,--,--,--,--,Julien Vauclair,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Lugano,Swiss-A,42,4,7,11,28,--,3,0,0,0,2,Julien Vauclair,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Lugano,Swiss-A,31,6,6,12,32,--,17,2,4,6,12,Julien Vauclair,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Lugano,Swiss-A,39,7,9,16,50,--,,,,,,Julien Vauclair,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Lugano,Swiss-A,49,10,21,31,34,--,,,,,,Julien Vauclair,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Lugano,Swiss-A,50,10,35,45,56,9,,,,,,Julien Vauclair,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Lugano,Swiss-A,35,13,15,28,64,-5,,,,,,Julien Vauclair,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Lugano,Swiss-A,40,12,7,19,38,-2,,,,,,Julien Vauclair,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Lugano,Swiss-A,41,4,8,12,28,0,6,1,1,2,6,Julien Vauclair,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Lugano,Swiss-A,47,7,9,16,24,11,7,1,2,3,4,Julien Vauclair,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Lugano,Swiss-A,31,3,8,11,18,2,5,0,1,1,2,Julien Vauclair,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Lugano,Swiss-A,38,6,7,13,30,9,6,0,1,1,6,Julien Vauclair,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-16,Lugano,Swiss-A,42,1,7,8,53,-3,12,2,2,4,10,Julien Vauclair,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-17,Lugano,Swiss-A,27,1,9,10,22,5,6,4,0,4,0,Julien Vauclair,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-18,Lugano,Swiss-A,38,5,7,12,16,10,14,1,3,4,4,Julien Vauclair,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-19,Lugano,Swiss-A,44,4,6,10,24,17,3,0,0,0,2,Julien Vauclair,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-20,Lugano,Swiss-A,36,0,0,0,22,-4,,,,,,Julien Vauclair,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Laval Titan College Francais,QMJHL,66,7,20,27,112,--,3,0,0,0,2,Francois Beauchemin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Laval Titan College Francais,QMJHL,70,12,35,47,132,--,16,1,3,4,23,Francois Beauchemin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Acadie-Bathurst Titan,QMJHL,31,4,17,21,53,27,23,2,16,18,55,Francois Beauchemin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Acadie-Bathurst Titan,QMJHL,38,11,36,47,64,7,--,--,--,--,--,Francois Beauchemin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Moncton Wildcats,QMJHL,33,8,31,39,35,43,16,2,11,13,14,Francois Beauchemin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Quebec Citadelles,AHL,56,3,6,9,44,-1,--,--,--,--,--,Francois Beauchemin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Quebec Citadelles,AHL,56,8,11,19,88,-11,3,0,1,1,0,Francois Beauchemin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Mississippi Sea Wolves,ECHL,7,1,3,4,2,-1,--,--,--,--,--,Francois Beauchemin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Montreal Canadiens,NHL,1,0,0,0,0,-1,--,--,--,--,--,Francois Beauchemin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Hamilton Bulldogs,AHL,75,7,21,28,92,25,23,1,9,10,16,Francois Beauchemin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Hamilton Bulldogs,AHL,77,9,27,36,57,7,10,2,4,6,18,Francois Beauchemin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Syracuse Crunch,AHL,72,3,27,30,55,17,--,--,--,--,--,Francois Beauchemin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Columbus Blue Jackets,NHL,11,0,2,2,11,-6,--,--,--,--,--,Francois Beauchemin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Anaheim Mighty Ducks,NHL,61,8,26,34,41,8,16,3,6,9,11,Francois Beauchemin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Anaheim Ducks,NHL,71,7,21,28,49,7,20,4,4,8,16,Francois Beauchemin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Anaheim Ducks,NHL,82,2,19,21,59,-9,6,0,0,0,26,Francois Beauchemin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Anaheim Ducks,NHL,20,4,1,5,12,-3,13,1,0,1,15,Francois Beauchemin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Toronto Maple Leafs,NHL,82,5,21,26,33,-13,--,--,--,--,--,Francois Beauchemin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Toronto Maple Leafs,NHL,54,2,10,12,16,-4,--,--,--,--,--,Francois Beauchemin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Anaheim Ducks,NHL,27,3,2,5,16,-4,6,0,2,2,2,Francois Beauchemin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Anaheim Ducks,NHL,82,8,14,22,48,-14,--,--,--,--,--,Francois Beauchemin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Anaheim Ducks,NHL,48,6,18,24,22,19,7,2,4,6,4,Francois Beauchemin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Anaheim Ducks,NHL,70,4,13,17,39,26,13,0,4,4,2,Francois Beauchemin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Anaheim Ducks,NHL,64,11,12,23,48,17,16,0,9,9,2,Francois Beauchemin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-16,Colorado Avalanche,NHL,82,8,26,34,38,-7,--,--,--,--,--,Francois Beauchemin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-17,Colorado Avalanche,NHL,81,5,13,18,32,-14,--,--,--,--,--,Francois Beauchemin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-18,Anaheim Ducks,NHL,67,3,14,17,26,12,4,0,0,0,2,Francois Beauchemin,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Halifax Mooseheads,QMJHL,39,NA,2,NA,21,NA,5,NA,1,NA,0,Alexei Volkov,Goalie,2334,106,0,2,2.72,25,9,3,1142,0.915
1999-00,Halifax Mooseheads,QMJHL,40,NA,0,NA,2,NA,10,NA,0,NA,0,Alexei Volkov,Goalie,2221,124,0,1,3.35,23,13,2,1272,0.903
2000-01,New Orleans Brass,ECHL,29,NA,0,NA,2,NA,-,NA,-,NA,-,Alexei Volkov,Goalie,1577,81,2,1,3.08,12,9,5,817,0.910
2000-01,Lowell Lock Monsters,AHL,5,NA,0,NA,0,NA,-,NA,-,NA,-,Alexei Volkov,Goalie,202,16,1,0,4.75,1,1,0,76,0.826
2002-03,Moscow Dynamo,Russia,5,NA,0,NA,2,NA,-,NA,-,NA,-,Alexei Volkov,Goalie,,,,,,,,,,
2003-04,Moscow Dynamo,Russia,11,NA,0,NA,0,NA,-,NA,-,NA,-,Alexei Volkov,Goalie,624,18,0,3,1.73,,,,223,0.925
2004-05,Moscow Spartak,Russia,43,NA,1,NA,0,NA,-,NA,-,NA,-,Alexei Volkov,Goalie,,,,,,,,,,
2005-06,Tver MVD HC,Russia,2,NA,0,NA,0,NA,-,NA,-,NA,-,Alexei Volkov,Goalie,120,6,0,0,3.00,,,,45,0.882
2005-06,Chekhov Vityaz,Russia,5,NA,0,NA,0,NA,-,NA,-,NA,-,Alexei Volkov,Goalie,170,8,0,0,2.82,,,,71,0.899
2006-07,Chekhov Vityaz,Russia,19,NA,1,NA,0,NA,1,NA,0,NA,0,Alexei Volkov,Goalie,,,,,,,,,,
2008-09,Chekhov Vityaz,KHL,37,NA,1,NA,0,NA,-,NA,-,NA,-,Alexei Volkov,Goalie,2034,110,0,1,3.25,8,21,6,932,0.894
2009-10,Balashikha MVD HC,KHL,14,NA,0,NA,0,NA,-,NA,-,NA,-,Alexei Volkov,Goalie,826,37,0,0,2.69,7,4,2,333,0.900
2010-11,Moscow Dynamo,KHL,24,NA,0,NA,1,NA,1,NA,0,NA,0,Alexei Volkov,Goalie,1240,51,0,1,2.47,12,7,3,496,0.907
2011-12,Moscow Dynamo,KHL,24,NA,2,NA,0,NA,,NA,,NA,,Alexei Volkov,Goalie,1295,47,0,2,2.18,14,7,1,532,0.919
2012-13,Moscow Dynamo,KHL,12,NA,0,NA,0,NA,-,NA,-,NA,-,Alexei Volkov,Goalie,669,30,0,0,2.69,7,4,0,245,0.891
2012-13,Moscow Oblast Atlant,KHL,-,NA,-,NA,-,NA,1,NA,0,NA,0,Alexei Volkov,Goalie,-,-,-,-,-,-,-,-,-,-
1998-99,Boston University,H-East,34,13,4,17,26,--,,,,,,Mike Pandolfo,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Boston University,H-East,41,13,10,23,37,-1,,,,,,Mike Pandolfo,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Boston University,H-East,37,16,13,29,30,-1,,,,,,Mike Pandolfo,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Boston University,H-East,38,22,18,40,22,7,,,,,,Mike Pandolfo,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Syracuse Crunch,AHL,74,9,9,18,31,-1,--,--,--,--,--,Mike Pandolfo,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Columbus Blue Jackets,NHL,3,0,0,0,0,-2,--,--,--,--,--,Mike Pandolfo,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Syracuse Crunch,AHL,77,18,19,37,29,4,7,1,0,1,2,Mike Pandolfo,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Syracuse Crunch,AHL,62,8,8,16,18,8,--,--,--,--,--,Mike Pandolfo,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Reading Royals,ECHL,23,14,11,25,8,0,--,--,--,--,--,Mike Pandolfo,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Binghamton Senators,AHL,1,0,0,0,4,-2,--,--,--,--,--,Mike Pandolfo,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Munich EHC,2.GBun,18,13,9,22,0,--,,,,,,Mike Pandolfo,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Trenton Titans,ECHL,48,36,31,67,10,0,1,0,0,0,0,Mike Pandolfo,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Lowell Devils,AHL,24,4,5,9,4,2,--,--,--,--,--,Mike Pandolfo,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Lowell Devils,AHL,52,5,6,11,18,-20,--,--,--,--,--,Mike Pandolfo,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-95,Leksands IF,SEL,13,1,0,1,0,--,--,--,--,--,--,Peter Nordstrom,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-96,Farjestads BK Karlstad,SEL,40,6,5,11,36,--,8,0,3,3,12,Peter Nordstrom,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Farjestads BK Karlstad,SEL,44,9,5,14,32,--,14,1,2,3,6,Peter Nordstrom,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Farjestads BK Karlstad,SEL,45,6,19,25,46,--,12,5,7,12,8,Peter Nordstrom,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Farjestads BK Karlstad,SEL,21,4,4,8,14,-3,4,1,1,2,2,Peter Nordstrom,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Providence Bruins,AHL,13,2,1,3,2,-1,--,--,--,--,--,Peter Nordstrom,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Boston Bruins,NHL,2,0,0,0,0,1,--,--,--,--,--,Peter Nordstrom,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Farjestads BK Karlstad,SEL,45,8,14,22,48,23,,,,,,Peter Nordstrom,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Farjestads BK Karlstad,SEL,49,7,15,22,59,3,16,2,6,8,30,Peter Nordstrom,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Farjestads BK Karlstad,SEL,45,5,18,23,56,16,9,3,3,6,4,Peter Nordstrom,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Farjestads BK Karlstad,SEL,44,13,17,30,59,11,14,5,5,10,10,Peter Nordstrom,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Farjestads BK Karlstad,SEL,42,11,22,33,30,15,15,6,7,13,6,Peter Nordstrom,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
