Season,Team,Lge,GP,G,A,Pts,PIM,+/-,GP_playoffs,G_playoffs,A_playoffs,Pts_playoffs,PIM_playoffs,player_name,position,Min,GA,EN,SO,GAA,W,L,T,Svs,Pct
2001-02,Chicago Wolves,AHL,15,0,2,2,15,-1,25,1,3,4,22,Joe DiPenta,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Chicago Wolves,AHL,76,2,17,19,107,22,9,0,1,1,7,Joe DiPenta,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Atlanta Thrashers,NHL,3,1,1,2,0,3,--,--,--,--,--,Joe DiPenta,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Chicago Wolves,AHL,73,0,6,6,105,1,10,1,0,1,13,Joe DiPenta,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Manitoba Moose,AHL,73,2,10,12,48,18,14,0,5,5,2,Joe DiPenta,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Anaheim Mighty Ducks,NHL,72,2,6,8,46,8,16,0,0,0,13,Joe DiPenta,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Anaheim Ducks,NHL,76,2,6,8,48,1,16,0,0,0,4,Joe DiPenta,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Anaheim Ducks,NHL,23,1,4,5,16,3,--,--,--,--,--,Joe DiPenta,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Frolunda HC,SEL,47,1,5,6,71,5,11,0,1,1,12,Joe DiPenta,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Portland Pirates,AHL,65,2,5,7,83,1,4,0,0,0,4,Joe DiPenta,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Syracuse Crunch,AHL,70,1,3,4,62,10,--,--,--,--,--,Joe DiPenta,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Colorado College,WCHA,30,1,5,6,16,--,,,,,,Paul Manning,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Colorado College,WCHA,41,3,10,13,75,--,,,,,,Paul Manning,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Colorado College,WCHA,39,6,17,23,26,--,,,,,,Paul Manning,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Colorado College,WCHA,34,2,28,30,48,--,,,,,,Paul Manning,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Elmira Jackals,UHL,1,1,0,1,0,3,--,--,--,--,--,Paul Manning,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Syracuse Crunch,AHL,35,1,4,5,16,4,--,--,--,--,--,Paul Manning,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Columbus Blue Jackets,NHL,8,0,0,0,2,0,--,--,--,--,--,Paul Manning,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Syracuse Crunch,AHL,52,2,5,7,37,2,--,--,--,--,--,Paul Manning,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Hamburg Freezers,DEL,50,2,2,4,67,-1,11,0,3,3,6,Paul Manning,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Hamburg Freezers,DEL,36,4,6,10,90,-1,6,1,0,1,10,Paul Manning,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Hamburg Freezers,DEL,49,4,11,15,56,3,5,0,0,0,35,Paul Manning,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Hamburg Freezers,DEL,47,3,5,8,22,11,7,1,2,3,14,Paul Manning,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Hamburg Freezers,DEL,44,2,7,9,34,11,8,0,0,0,10,Paul Manning,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Hamburg Freezers,DEL,45,2,15,17,38,3,9,1,2,3,10,Paul Manning,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Hamburg Freezers,DEL,39,4,10,14,53,2,--,--,--,--,--,Paul Manning,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Hannover Scorpions,DEL,50,3,10,13,57,7,3,0,1,1,0,Paul Manning,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Hannover Scorpions,DEL,29,2,4,6,8,-1,--,--,--,--,--,Paul Manning,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-95,Red Deer Rebels,WHL,28,0,0,0,29,--,--,--,--,--,--,Lance Ward,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-96,Red Deer Rebels,WHL,72,4,13,17,127,--,10,0,4,4,10,Lance Ward,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Red Deer Rebels,WHL,70,5,34,39,229,--,16,0,3,3,36,Lance Ward,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Red Deer Rebels,WHL,71,8,25,33,233,--,5,0,0,0,16,Lance Ward,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Miami Matadors,ECHL,6,1,0,1,12,-1,--,--,--,--,--,Lance Ward,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Fort Wayne Komets,IHL,13,0,2,2,28,-4,--,--,--,--,--,Lance Ward,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,New Haven Beast,AHL,43,2,5,7,51,-1,--,--,--,--,--,Lance Ward,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Louisville Panthers,AHL,80,4,16,20,190,15,4,0,0,0,6,Lance Ward,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Louisville Panthers,AHL,35,3,2,5,78,-8,--,--,--,--,--,Lance Ward,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Florida Panthers,NHL,30,0,2,2,45,-3,--,--,--,--,--,Lance Ward,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Florida Panthers,NHL,68,1,4,5,131,-20,--,--,--,--,--,Lance Ward,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Florida Panthers,NHL,36,3,1,4,78,-4,--,--,--,--,--,Lance Ward,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Anaheim Mighty Ducks,NHL,29,0,1,1,43,-2,--,--,--,--,--,Lance Ward,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Anaheim Mighty Ducks,NHL,46,0,4,4,94,-1,--,--,--,--,--,Lance Ward,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Cincinnati Mighty Ducks,AHL,5,0,1,1,6,-2,--,--,--,--,--,Lance Ward,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Binghamton Senators,AHL,80,3,20,23,278,11,--,--,--,--,--,Lance Ward,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,HV71 Jonkoping,SEL,50,6,4,10,273,-4,14,0,0,0,47,Lance Ward,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,HV71 Jonkoping,SEL,52,0,7,7,212,6,16,0,0,0,66,Lance Ward,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Frankfurt Lions,DEL,41,1,2,3,86,3,1,0,0,0,0,Lance Ward,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,HV71 Jonkoping,SEL,30,0,3,3,73,7,9,0,0,0,10,Lance Ward,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,HV71 Jonkoping,SEL,11,0,0,0,22,-3,--,--,--,--,--,Lance Ward,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Rimouski Oceanic,QMJHL,68,33,82,115,44,--,19,8,24,32,2,Brad Richards,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Rimouski Oceanic,QMJHL,59,39,92,131,55,18,11,9,12,21,6,Brad Richards,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Rimouski Oceanic,QMJHL,63,71,115,186,69,80,12,13,24,37,16,Brad Richards,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Tampa Bay Lightning,NHL,82,21,41,62,14,-10,--,--,--,--,--,Brad Richards,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Tampa Bay Lightning,NHL,82,20,42,62,13,-18,--,--,--,--,--,Brad Richards,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Tampa Bay Lightning,NHL,80,17,57,74,24,3,11,0,5,5,12,Brad Richards,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Tampa Bay Lightning,NHL,82,26,53,79,12,14,23,12,14,26,4,Brad Richards,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Kazan Ak-Bars,Russia,7,2,5,7,16,--,--,--,--,--,--,Brad Richards,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Tampa Bay Lightning,NHL,82,23,68,91,32,0,5,3,5,8,6,Brad Richards,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Tampa Bay Lightning,NHL,82,25,45,70,23,-19,6,3,5,8,6,Brad Richards,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Tampa Bay Lightning,NHL,62,18,33,51,15,-25,--,--,--,--,--,Brad Richards,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Dallas Stars,NHL,12,2,9,11,0,-2,18,3,12,15,8,Brad Richards,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Dallas Stars,NHL,56,16,32,48,6,-4,--,--,--,--,--,Brad Richards,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Dallas Stars,NHL,80,24,67,91,14,-12,--,--,--,--,--,Brad Richards,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Dallas Stars,NHL,72,28,49,77,24,1,--,--,--,--,--,Brad Richards,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,New York Rangers,NHL,82,25,41,66,22,-1,20,6,9,15,8,Brad Richards,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,New York Rangers,NHL,46,11,23,34,14,8,10,1,0,1,2,Brad Richards,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,New York Rangers,NHL,82,20,31,51,18,-8,25,5,7,12,4,Brad Richards,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Chicago Blackhawks,NHL,76,12,25,37,12,3,23,3,11,14,8,Brad Richards,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-16,Detroit Red Wings,NHL,68,10,18,28,8,4,5,1,0,1,7,Brad Richards,Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Halifax Mooseheads,QMJHL,68,20,30,50,253,--,18,3,10,13,28,Eric Laplante,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Halifax Mooseheads,QMJHL,40,19,22,41,193,--,--,--,--,--,--,Eric Laplante,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Drummondville Voltigeurs,QMJHL,42,14,25,39,258,-20,--,--,--,--,--,Eric Laplante,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,Quebec Remparts,QMJHL,23,4,17,21,58,10,13,8,7,15,45,Eric Laplante,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Quebec Remparts,QMJHL,47,24,35,59,234,28,10,3,5,8,83,Eric Laplante,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Kentucky Thoroughblades,AHL,62,5,8,13,181,-1,3,0,0,0,6,Eric Laplante,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Cleveland Barons,AHL,78,7,14,21,326,-15,--,--,--,--,--,Eric Laplante,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Cleveland Barons,AHL,76,8,10,18,240,-11,--,--,--,--,--,Eric Laplante,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Verdun Dragons,QSMHL,23,3,9,12,131,--,18,2,4,6,40,Eric Laplante,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Long Beach Ice Dogs,ECHL,18,5,7,12,77,-9,--,--,--,--,--,Eric Laplante,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,St. Hyacinthe Cousin,LNAH,4,0,0,0,0,--,,,,,,Eric Laplante,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Jonquiere Marquis,LNAH,19,1,3,4,94,-6,,,,,,Eric Laplante,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-16,Laval Predateurs,LNAH,24,3,5,8,201,0,,,,,,Eric Laplante,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,Tri-City Americans,WHL,2,NA,0,NA,0,NA,-,NA,-,NA,-,Jason Labarbera,Goalie,64,4,0,0,3.77,1,0,0,24,0.857
1996-97,Portland Winter Hawks,WHL,9,NA,0,NA,0,NA,-,NA,-,NA,-,Jason Labarbera,Goalie,443,18,0,0,2.44,5,1,0,175,0.907
1997-98,Portland Winter Hawks,WHL,23,NA,2,NA,9,NA,-,NA,-,NA,-,Jason Labarbera,Goalie,1305,72,0,1,3.31,18,4,0,588,0.891
1998-99,Portland Winter Hawks,WHL,51,NA,5,NA,14,NA,4,NA,0,NA,0,Jason Labarbera,Goalie,2994,170,3,4,3.41,18,20,3,1602,0.904
1999-00,Portland Winter Hawks,WHL,34,NA,0,NA,6,NA,-,NA,-,NA,-,Jason Labarbera,Goalie,2005,123,0,1,3.68,8,24,2,1148,0.903
1999-00,Spokane Chiefs,WHL,21,NA,1,NA,0,NA,9,NA,0,NA,0,Jason Labarbera,Goalie,1146,50,0,0,2.62,12,6,2,450,0.900
2000-01,New York Rangers,NHL,1,NA,0,NA,0,NA,-,NA,-,NA,-,Jason Labarbera,Goalie,10,0,0,0,0.00,,,,2,1.000
2000-01,Charlotte Checkers,ECHL,35,NA,2,NA,2,NA,2,NA,0,NA,0,Jason Labarbera,Goalie,2100,112,1,1,3.20,18,10,7,1133,0.910
2000-01,Hartford Wolf Pack,AHL,4,NA,0,NA,0,NA,-,NA,-,NA,-,Jason Labarbera,Goalie,156,12,0,0,4.61,1,1,0,81,0.871
2001-02,Charlotte Checkers,ECHL,13,NA,0,NA,0,NA,4,NA,0,NA,0,Jason Labarbera,Goalie,744,29,1,0,2.34,9,3,1,353,0.924
2001-02,Hartford Wolf Pack,AHL,20,NA,0,NA,0,NA,-,NA,-,NA,-,Jason Labarbera,Goalie,1058,55,3,0,3.12,7,11,1,573,0.912
2002-03,Hartford Wolf Pack,AHL,46,NA,2,NA,6,NA,2,NA,0,NA,0,Jason Labarbera,Goalie,2452,105,5,2,2.57,18,17,6,1134,0.915
2003-04,Hartford Wolf Pack,AHL,59,NA,1,NA,4,NA,16,NA,0,NA,0,Jason Labarbera,Goalie,3393,90,0,13,1.59,34,9,9,1324,0.936
2003-04,New York Rangers,NHL,4,NA,1,NA,2,NA,-,NA,-,NA,-,Jason Labarbera,Goalie,198,16,0,0,4.85,1,2,0,75,0.824
2004-05,Hartford Wolf Pack,AHL,53,NA,0,NA,6,NA,4,NA,0,NA,2,Jason Labarbera,Goalie,2937,90,0,6,1.84,31,16,2,1284,0.934
2005-06,Los Angeles Kings,NHL,29,NA,1,NA,0,NA,-,NA,-,NA,-,Jason Labarbera,Goalie,1433,69,5,1,2.89,11,9,2,619,0.900
2005-06,Manchester Monarchs,AHL,3,NA,0,NA,0,NA,-,NA,-,NA,-,Jason Labarbera,Goalie,185,10,0,0,3.25,1,1,1,98,0.907
2006-07,Manchester Monarchs,AHL,62,NA,2,NA,4,NA,13,NA,1,NA,2,Jason Labarbera,Goalie,3619,133,5,7,2.20,39,20,1,1862,0.933
2007-08,Los Angeles Kings,NHL,45,NA,0,NA,2,NA,-,NA,-,NA,-,Jason Labarbera,Goalie,2421,121,3,1,3.00,17,23,2,1220,0.910
2008-09,Los Angeles Kings,NHL,19,NA,0,NA,2,NA,-,NA,-,NA,-,Jason Labarbera,Goalie,995,47,1,2,2.83,5,8,4,392,0.893
2008-09,Vancouver Canucks,NHL,9,NA,0,NA,0,NA,-,NA,-,NA,-,Jason Labarbera,Goalie,451,20,0,0,2.66,3,2,2,215,0.915
2009-10,Phoenix Coyotes,NHL,17,NA,0,NA,0,NA,-,NA,-,NA,-,Jason Labarbera,Goalie,928,33,1,0,2.13,8,5,1,426,0.928
2010-11,Phoenix Coyotes,NHL,17,NA,0,NA,2,NA,-,NA,-,NA,-,Jason Labarbera,Goalie,883,48,0,2,3.26,7,6,3,481,0.909
2011-12,Phoenix Coyotes,NHL,19,NA,0,NA,2,NA,-,NA,-,NA,-,Jason Labarbera,Goalie,1015,43,2,0,2.54,3,9,3,443,0.911
2012-13,Phoenix Coyotes,NHL,15,NA,0,NA,0,NA,-,NA,-,NA,-,Jason Labarbera,Goalie,726,32,2,0,2.64,4,6,2,386,0.923
2013-14,Edmonton Oilers,NHL,7,NA,0,NA,0,NA,-,NA,-,NA,-,Jason Labarbera,Goalie,348,19,0,0,3.28,1,3,0,127,0.870
2013-14,Oklahoma City Barons,AHL,2,NA,0,NA,0,NA,-,NA,-,NA,-,Jason Labarbera,Goalie,124,4,0,0,1.93,0,1,1,82,0.953
2013-14,Rockford IceHogs,AHL,32,NA,1,NA,0,NA,-,NA,-,NA,-,Jason Labarbera,Goalie,1859,91,5,0,2.94,15,15,2,831,0.901
2014-15,Norfolk Admirals,AHL,34,NA,0,NA,2,NA,-,NA,-,NA,-,Jason Labarbera,Goalie,1948,85,4,3,2.62,9,16,7,886,0.912
2014-15,Anaheim Ducks,NHL,5,NA,0,NA,0,NA,-,NA,-,NA,-,Jason Labarbera,Goalie,207,9,1,0,2.61,2,0,1,90,0.909
2015-16,Lehigh Valley Phantoms,AHL,23,NA,1,NA,0,NA,-,NA,-,NA,-,Jason Labarbera,Goalie,1313,66,6,1,3.02,7,14,0,585,0.899
1996-97,London Knights,OHL,61,1,10,11,65,--,--,--,--,--,--,Alex Henry,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,London Knights,OHL,62,5,9,14,97,--,16,0,3,3,14,Alex Henry,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,London Knights,OHL,68,5,23,28,105,33,25,3,10,13,22,Alex Henry,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Hamilton Bulldogs,AHL,60,1,0,1,69,-4,--,--,--,--,--,Alex Henry,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Hamilton Bulldogs,AHL,56,2,3,5,87,-7,--,--,--,--,--,Alex Henry,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Hamilton Bulldogs,AHL,69,4,8,12,143,12,15,1,2,3,16,Alex Henry,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Edmonton Oilers,NHL,3,0,0,0,0,-1,--,--,--,--,--,Alex Henry,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Washington Capitals,NHL,38,0,0,0,80,-4,--,--,--,--,--,Alex Henry,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Portland Pirates,AHL,3,0,1,1,0,1,--,--,--,--,--,Alex Henry,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Minnesota Wild,NHL,71,2,4,6,106,4,--,--,--,--,--,Alex Henry,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,Kaufbeuren ESV,2.GBun,16,4,4,8,20,--,,,,,,Alex Henry,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Minnesota Wild,NHL,63,0,5,5,73,-4,--,--,--,--,--,Alex Henry,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Milwaukee Admirals,AHL,64,1,6,7,66,-6,2,0,0,0,7,Alex Henry,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Milwaukee Admirals,AHL,80,3,13,16,142,7,6,0,1,1,10,Alex Henry,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Hamilton Bulldogs,AHL,79,3,7,10,127,9,6,0,0,0,8,Alex Henry,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Montreal Canadiens,NHL,2,0,0,0,10,-2,--,--,--,--,--,Alex Henry,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Hamilton Bulldogs,AHL,68,0,13,13,154,17,19,2,2,4,22,Alex Henry,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Hamilton Bulldogs,AHL,80,1,13,14,96,6,20,0,3,3,34,Alex Henry,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Hamilton Bulldogs,AHL,74,1,6,7,94,2,--,--,--,--,--,Alex Henry,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Duesseldorf EG,DEL,46,1,4,5,86,-13,--,--,--,--,--,Alex Henry,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,The Hague HYS,Hlnd,31,5,16,21,30,--,,,,,,Alex Henry,Defense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-96,Michigan Tech,WCHA,38,12,10,22,96,--,,,,,,Jarkko Ruutu,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,HIFK Helsinki,SM-liiga,48,11,10,21,155,7,--,--,--,--,--,Jarkko Ruutu,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,HIFK Helsinki,SM-liiga,37,10,10,20,166,0,9,7,4,11,10,Jarkko Ruutu,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-99,HIFK Helsinki,SM-liiga,25,10,4,14,136,0,9,0,2,2,43,Jarkko Ruutu,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Syracuse Crunch,AHL,65,26,32,58,164,33,4,3,1,4,8,Jarkko Ruutu,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-00,Vancouver Canucks,NHL,8,0,1,1,6,-1,--,--,--,--,--,Jarkko Ruutu,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Vancouver Canucks,NHL,21,3,3,6,32,1,4,0,1,1,8,Jarkko Ruutu,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01,Kansas City Blades,IHL,46,11,18,29,111,25,--,--,--,--,--,Jarkko Ruutu,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,Vancouver Canucks,NHL,49,2,7,9,74,-1,1,0,0,0,0,Jarkko Ruutu,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-03,Vancouver Canucks,NHL,36,2,2,4,66,-7,13,0,2,2,14,Jarkko Ruutu,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003-04,Vancouver Canucks,NHL,71,6,8,14,133,-13,6,1,0,1,10,Jarkko Ruutu,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004-05,HIFK Helsinki,SM-liiga,50,10,18,28,215,22,3,0,0,0,41,Jarkko Ruutu,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005-06,Vancouver Canucks,NHL,82,10,7,17,142,1,--,--,--,--,--,Jarkko Ruutu,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006-07,Pittsburgh Penguins,NHL,81,7,9,16,125,0,5,0,0,0,10,Jarkko Ruutu,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08,Pittsburgh Penguins,NHL,71,6,10,16,138,3,20,2,1,3,26,Jarkko Ruutu,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09,Ottawa Senators,NHL,78,7,14,21,144,0,--,--,--,--,--,Jarkko Ruutu,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10,Ottawa Senators,NHL,82,12,14,26,121,-2,6,2,1,3,34,Jarkko Ruutu,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Ottawa Senators,NHL,50,2,8,10,59,-2,--,--,--,--,--,Jarkko Ruutu,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11,Anaheim Ducks,NHL,23,1,1,2,38,0,3,0,0,0,12,Jarkko Ruutu,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-12,Jokerit Helsinki,SM-liiga,59,14,21,35,192,11,10,1,2,3,33,Jarkko Ruutu,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-13,Jokerit Helsinki,SM-liiga,48,12,17,29,122,13,6,0,1,1,14,Jarkko Ruutu,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,Jokerit Helsinki,SM-liiga,51,10,11,21,86,17,2,0,1,1,0,Jarkko Ruutu,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-15,Biel HC,Swiss-A,4,0,0,0,14,-2,--,--,--,--,--,Jarkko Ruutu,Left Wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-98,Brandon Wheat Kings,WHL,20,NA,1,NA,2,NA,6,NA,1,NA,0,Jamie Hodson,Goalie,964,52,0,2,3.24,12,2,2,423,0.891
1998-99,Brandon Wheat Kings,WHL,43,NA,1,NA,2,NA,5,NA,0,NA,0,Jamie Hodson,Goalie,2299,128,1,3,3.34,23,11,2,1043,0.891
1999-00,Brandon Wheat Kings,WHL,39,NA,1,NA,8,NA,-,NA,-,NA,-,Jamie Hodson,Goalie,2321,130,0,2,3.36,13,22,3,1144,0.898
2000-01,Brandon Wheat Kings,WHL,29,NA,0,NA,6,NA,1,NA,0,NA,0,Jamie Hodson,Goalie,1587,92,1,0,3.48,9,17,1,833,0.901
2000-01,St. John's Maple Leafs,AHL,4,NA,0,NA,0,NA,-,NA,-,NA,-,Jamie Hodson,Goalie,137,13,0,0,5.71,0,2,0,61,0.824
2001-02,South Carolina Stingrays,ECHL,36,NA,1,NA,0,NA,1,NA,0,NA,0,Jamie Hodson,Goalie,1996,100,1,1,3.01,20,9,3,1025,0.911
2002-03,St. John's Maple Leafs,AHL,22,NA,0,NA,4,NA,-,NA,-,NA,-,Jamie Hodson,Goalie,1136,64,0,1,3.38,8,7,2,551,0.896
2002-03,Greensboro Generals,ECHL,14,NA,0,NA,2,NA,-,NA,-,NA,-,Jamie Hodson,Goalie,816,33,1,0,2.43,9,4,1,501,0.938
